OperonID	GI	Synonym	Start	End	Strand	Length	COG_number	Product
3577245	385777959	Clo1313_0591	651127	651561	+	144	-	hypothetical protein
3577246	385777960	Clo1313_0592	651662	652624	+	320	-	UbiA prenyltransferase
3577247	385777961	Clo1313_0593	652988	653809	+	273	-	hypothetical protein
3577248	385777962	Clo1313_0594	654053	654691	+	212	-	hypothetical protein
3577249	385777963	Clo1313_0595	654821	655570	+	249	-	hypothetical protein
3577250	385777968	Clo1313_0600	660301	662076	-	591	-	hypothetical protein
3577251	385777969	Clo1313_0601	662402	664585	+	727	-	fibronectin type III domain-containing protein
3577252	385777970	Clo1313_0602	664651	665874	+	407	-	transposase mutator type
3577253	385777975	Clo1313_0609	679003	679482	-	159	-	hypothetical protein
3577254	385777976	Clo1313_0610	679715	680254	+	179	-	phosphotransferase KptA/Tpt1
3577255	385777977	Clo1313_0611	680477	680719	+	80	-	hypothetical protein
3577256	385777978	Clo1313_0612	681439	682821	+	460	-	hypothetical protein
3577257	385777979	Clo1313_0613	682941	683903	+	320	-	cephalosporin-C deacetylase
3577258	385777980	Clo1313_0614	689586	691193	+	535	-	polysaccharide biosynthesis protein
3577259	385777981	Clo1313_0615	691416	692657	+	413	-	hypothetical protein
3577260	385777986	Clo1313_0620	696551	697141	+	196	-	sporulation protein YyaC
3577261	385777987	Clo1313_0621	697438	697614	+	58	-	hypothetical protein
3577262	385777988	Clo1313_0622	698080	698841	-	253	-	acyl-ACP thioesterase
3577263	385777992	Clo1313_0626	702391	703683	+	430	-	radical SAM protein
3577264	385777993	Clo1313_0627	704614	708672	+	1352	-	cellulosome anchoring protein cohesin subunit
3577265	385777994	Clo1313_0628	708824	713671	+	1615	-	cellulosome anchoring protein cohesin subunit
3577266	385777997	Clo1313_0631	717897	718739	-	280	-	transglutaminase domain-containing protein
3577267	385777998	Clo1313_0632	719356	719559	+	67	-	EmrB/QacA family drug resistance transporter
3577268	385777999	Clo1313_0633	719718	719999	+	93	-	hypothetical protein
3577269	385778000	Clo1313_0634	719996	721132	-	378	-	rRNA (guanine-N(2)-)-methyltransferase
3577270	385778001	Clo1313_0635	721251	722177	-	308	-	response regulator receiver protein
3577271	385778002	Clo1313_0636	722391	723662	+	423	-	3-phosphoshikimate 1-carboxyvinyltransferase
3577272	385778003	Clo1313_0637	723810	724619	+	269	-	sporulation transcriptional activator Spo0A
3577273	385778004	Clo1313_0638	724679	724954	-	91	-	histone family protein DNA-binding protein
3577274	385778005	Clo1313_0639	725146	725556	-	136	-	UspA domain-containing protein
3577275	385778008	Clo1313_0642	727434	727640	+	68	-	hypothetical protein
3577276	385778009	Clo1313_0643	728108	729382	+	424	-	adenylosuccinate synthetase
3577277	385778010	Clo1313_0644	730457	730933	+	158	-	transposase IS200-family protein
3577278	385778013	Clo1313_0647	735339	736274	-	311	-	hypothetical protein
3577279	385778014	Clo1313_0648	736405	737370	-	321	-	family 2 glycosyl transferase
3577280	385778019	Clo1313_0653	741037	741972	+	311	-	cell envelope-related transcriptional attenuator
3577281	385778027	Clo1313_0661	753165	753929	+	254	-	UBA/THIF-type NAD/FAD binding protein
3577282	385778028	Clo1313_0662	754114	754590	+	158	-	transposase IS200-family protein
3577283	385778035	Clo1313_0669	760257	761348	+	363	-	mannose-6-phosphate isomerase
3577284	385778036	Clo1313_0670	761469	762224	+	251	-	zinc/iron permease
3577285	385778039	Clo1313_0673	763590	767117	+	1175	-	pyruvate ferredoxin/flavodoxin oxidoreductase
3577286	385778040	Clo1313_0674	767215	767382	-	55	-	hypothetical protein
3577287	385778043	Clo1313_0677	773953	775590	+	545	-	AMP-dependent synthetase and ligase
3577288	385778044	Clo1313_0678	775939	776388	+	149	-	heat shock protein Hsp20
3577289	385778045	Clo1313_0679	776607	777518	+	303	-	NUDIX hydrolase
3577290	385778046	Clo1313_0680	777646	779034	+	462	-	peptidase M56 BlaR1
3577291	385778047	Clo1313_0681	779513	780850	+	445	-	hypothetical protein
3577292	385778048	Clo1313_0682	780923	782035	+	370	-	citrate transporter
3577293	385778049	Clo1313_0683	782206	782940	+	244	-	hypothetical protein
3577294	385778050	Clo1313_0684	783116	784813	+	565	-	von Willebrand factor type A
3577295	385778051	Clo1313_0685	785118	786353	+	411	-	Dockerin type 1
3577296	385778052	Clo1313_0686	786438	787247	+	269	-	alpha/beta fold family hydrolase
3577297	385778053	Clo1313_0688	787661	787993	+	110	-	hypothetical protein
3577298	385778054	Clo1313_0689	788322	790139	-	605	-	peptidase S8 and S53 subtilisin kexin sedolisin
3577299	385778055	Clo1313_0690	790250	790414	+	54	-	hypothetical protein
3577300	385778058	Clo1313_0693	792550	795045	+	831	-	carbohydrate binding family protein
3577301	385778059	Clo1313_0694	795263	795751	+	162	-	hypothetical protein
3577302	385778064	Clo1313_0700	804081	805523	+	480	-	aminoacyl-histidine dipeptidase
3577303	385778065	Clo1313_0701	805835	806890	+	351	-	cobalamin biosynthesis protein CobD
3577304	385778068	Clo1313_0704	808405	808995	+	196	-	alpha-ribazole phosphatase
3577305	385778069	Clo1313_0705	809136	809687	+	183	-	hypothetical protein
3577306	385778070	Clo1313_0706	809828	810562	+	244	-	beta-lactamase superfamily hydrolase
3577307	385778071	Clo1313_0707	810795	812045	-	416	-	methyl-accepting chemotaxis sensory transducer
3577308	385778076	Clo1313_0712	818023	818757	+	244	-	pseudouridine synthase
3577309	385778077	Clo1313_0713	818851	820020	+	389	-	protein-L-isoaspartate(D-aspartate) O-methyltransferase
3577310	385778078	Clo1313_0714	820431	820922	+	163	-	carbohydrate-binding protein
3577311	385778079	Clo1313_0715	821354	822988	+	544	-	AraC family two component transcriptional regulator
3577312	385778080	Clo1313_0716	823179	824285	+	368	-	PpiC-type peptidyl-prolyl cis-trans isomerase
3577313	385778084	Clo1313_0720	827963	828721	-	252	-	short-chain dehydrogenase/reductase SDR
3577314	385778088	Clo1313_0724	834024	835022	+	332	-	sodium/calcium exchanger membrane region
3577315	385778091	Clo1313_0727	836381	836590	-	69	-	alpha/beta type small acid-soluble spore protein
3577316	385778092	Clo1313_0728	836681	837946	-	421	-	monogalactosyldiacylglycerol synthase
3577317	385778093	Clo1313_0729	838253	839842	-	529	-	hypothetical protein
3577318	385778094	Clo1313_0730	840087	841277	+	396	-	serine-type D-Ala-D-Ala carboxypeptidase
3577319	385778095	Clo1313_0731	841434	842345	+	303	-	hypothetical protein
3577320	385778098	Clo1313_0734	845658	846692	+	344	-	tRNA-guanine transglycosylase, various specificities
3577321	385778099	Clo1313_0735	846764	848515	+	583	-	radical SAM protein
3577322	385778100	Clo1313_0736	848537	848959	-	140	-	anti-sigma regulatory factor
3577323	385778101	Clo1313_0737	849275	850762	+	495	-	copper amine oxidase-like domain-containing protein
3577324	385778104	Clo1313_0740	853970	855190	+	406	-	hypothetical protein
3577325	385778105	Clo1313_0741	855334	855963	-	209	-	hypothetical protein
3577326	385778106	Clo1313_0742	856187	856897	+	236	-	phospholipase C zinc-binding protein
3577327	385778107	Clo1313_0743	857170	857820	-	216	-	sporulation lipoprotein YhcN/YlaJ-like protein
3577328	385778108	Clo1313_0744	858028	858453	+	141	-	hypothetical protein
3577329	385778109	Clo1313_0745	858536	859897	-	453	-	hypothetical protein
3577330	385778112	Clo1313_0748	861082	862131	+	349	-	hypothetical protein
3577331	385778113	Clo1313_0749	862402	865044	+	880	-	alanyl-tRNA synthetase
3577332	385778114	Clo1313_0750	865903	866652	+	249	-	CRISPR-associated protein TM1802-like protein
3577333	385778129	Clo1313_0766	881640	882863	+	407	-	transposase mutator type
3577334	385778130	Clo1313_0767	883054	883302	-	82	-	hypothetical protein
3577335	385778131	Clo1313_0769	884379	885026	+	215	-	hypothetical protein
3577336	385778132	Clo1313_0770	885163	885960	+	265	-	hypothetical protein
3577337	385778133	Clo1313_0771	886002	886499	+	165	-	hypothetical protein
3577338	385778134	Clo1313_0772	887009	887869	+	286	-	hypothetical protein
3577339	385778135	Clo1313_0773	888113	889264	-	383	-	integrase catalytic subunit
3577340	385778136	Clo1313_0777	890033	890545	+	170	-	hypothetical protein
3577341	385778137	Clo1313_0778	890792	891580	+	262	-	copper amine oxidase-like domain-containing protein
3577342	385778138	Clo1313_0779	891759	892562	+	267	-	copper amine oxidase-like domain-containing protein
3577343	385778141	Clo1313_0782	896654	897133	+	159	-	hypothetical protein
3577344	385778144	Clo1313_0785	904207	905427	+	406	-	transposase mutator type
3577345	385778149	Clo1313_0790	912061	913284	-	407	-	transposase mutator type
3577346	385778150	Clo1313_0791	913350	914921	-	523	-	FAD dependent oxidoreductase
3577347	385778151	Clo1313_0792	915336	916859	+	507	-	hypothetical protein
3577348	385778155	Clo1313_0796	919593	920267	+	224	-	hypothetical protein
3577349	385778156	Clo1313_0797	920451	920822	+	123	-	hypothetical protein
3577350	385778157	Clo1313_0799	921310	922965	-	551	-	hypothetical protein
3577351	385778158	Clo1313_0800	923450	923923	+	157	-	N-acetyltransferase GCN5
3577352	385778159	Clo1313_0801	924127	924912	+	261	-	hypothetical protein
3577353	385778162	Clo1313_0804	927427	927963	+	178	-	hypothetical protein
3577354	385778163	Clo1313_0805	928308	930845	-	845	-	TIR protein
3577355	385778164	Clo1313_0807	931479	931724	+	81	-	hypothetical protein
3577356	385778165	Clo1313_0809	932793	933716	+	307	-	hypothetical protein
3577357	385778168	Clo1313_0813	938423	939004	+	193	-	phosphoglycerate mutase
3577358	385778169	Clo1313_0814	939174	939764	+	196	-	hypothetical protein
3577359	385778170	Clo1313_0815	939919	940692	+	257	-	short-chain dehydrogenase/reductase SDR
3577360	385778171	Clo1313_0816	940882	941358	+	158	-	transposase IS200-family protein
3577361	385778172	Clo1313_0817	941734	943689	-	651	-	hypothetical protein
3577362	385778178	Clo1313_0823	948531	950654	-	707	-	inorganic diphosphatase
3577363	385778179	Clo1313_0824	951013	951954	-	313	-	hypothetical protein
3577364	385778185	Clo1313_0830	956238	956834	+	198	-	hypothetical protein
3577365	385778186	Clo1313_0831	956945	957367	+	140	-	hypothetical protein
3577366	385778193	Clo1313_0838	966240	967190	+	316	-	cation diffusion facilitator family transporter
3577367	385778200	Clo1313_0845	973165	975315	-	716	-	Ferrous iron transport protein B domain-containing protein
3577368	385778201	Clo1313_0846	975398	975637	-	79	-	FeoA family protein
3577369	385778202	Clo1313_0847	975797	976276	+	159	-	DtxR family iron (metal) dependent repressor
3577370	385778203	Clo1313_0848	976309	976659	-	116	-	hypothetical protein
3577371	385778204	Clo1313_0849	982666	983913	+	415	-	glycosyl hydrolase domain-containing protein
3577372	385778205	Clo1313_0850	984025	984471	+	148	-	C_GCAxxG_C_C family protein
3577373	385778206	Clo1313_0851	984820	987348	+	842	-	Dockerin type 1
3577374	385778211	Clo1313_0857	993624	995159	+	511	-	2-isopropylmalate synthase
3577375	385778214	Clo1313_0860	998480	998773	+	97	-	TrpR-like protein YerC/YecD
3577376	385778215	Clo1313_0861	998865	999260	+	131	-	hypothetical protein
3577377	385778219	Clo1313_0865	1004187	1005344	+	385	-	hypothetical protein
3577378	385778220	Clo1313_0866	1005433	1006590	+	385	-	patatin
3577379	385778221	Clo1313_0867	1006842	1008341	+	499	-	threonine synthase
3577380	385778222	Clo1313_0868	1008585	1008959	+	124	-	response regulator receiver protein
3577381	385778223	Clo1313_0869	1009030	1010118	-	362	-	oxidoreductase domain-containing protein
3577382	385778224	Clo1313_0870	1010349	1011941	+	530	-	response regulator receiver modulated metal dependent phosphohydrolase
3577383	385778227	Clo1313_0873	1013950	1015299	+	449	-	aspartate kinase
3577384	385778228	Clo1313_0874	1015584	1016372	+	262	-	copper amine oxidase-like domain-containing protein
3577385	385778238	Clo1313_0884	1032340	1034472	+	710	-	S-layer protein
3577386	385778239	Clo1313_0885	1034668	1035144	+	158	-	transposase IS200-family protein
3577387	385778240	Clo1313_0886	1035379	1036155	+	258	-	protein-tyrosine-phosphatase
3577388	385778243	Clo1313_0889	1037601	1038779	+	392	-	hypothetical protein
3577389	385778244	Clo1313_0890	1038918	1040312	+	464	-	capsular exopolysaccharide family protein
3577390	385778245	Clo1313_0891	1040577	1041134	+	185	-	NusG antitermination factor
3577391	385778246	Clo1313_0892	1041314	1042357	+	347	-	NAD-dependent epimerase/dehydratase
3577392	385778254	Clo1313_0900	1048853	1050313	+	486	-	polysaccharide biosynthesis protein
3577393	385778255	Clo1313_0901	1050595	1051920	+	441	-	nucleotide sugar dehydrogenase
3577394	385778258	Clo1313_0904	1052900	1054303	-	467	-	exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase
3577395	385778272	Clo1313_0918	1068775	1069476	+	233	-	hypothetical protein
3577396	385778273	Clo1313_0919	1069528	1070157	+	209	-	peptidase A24A prepilin type IV
3577397	385778274	Clo1313_0920	1070194	1071756	-	520	-	forkhead-associated protein
3577398	385778275	Clo1313_0921	1072201	1073331	+	376	-	hypothetical protein
3577399	385778278	Clo1313_0924	1077166	1077726	+	186	-	signal peptidase I
3577400	385778279	Clo1313_0925	1078042	1082343	+	1433	-	CoA-substrate-specific enzyme activase
3577401	385778280	Clo1313_0926	1082514	1082723	-	69	-	hypothetical protein
3577402	385778281	Clo1313_0927	1083136	1084413	+	425	-	stage II sporulation protein P
3577403	385778282	Clo1313_0928	1084531	1084812	+	93	-	hypothetical protein
3577404	385778285	Clo1313_0931	1088149	1089204	+	351	-	heat-inducible transcription repressor HrcA
3577405	385778286	Clo1313_0932	1089315	1089995	+	226	-	GrpE protein HSP-70 cofactor
3577406	385778287	Clo1313_0933	1090092	1091918	+	608	-	chaperone protein DnaK
3577407	385778297	Clo1313_0943	1097888	1099189	+	433	-	phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase
3577408	385778298	Clo1313_0944	1099331	1100719	+	462	-	glycyl-tRNA synthetase
3577409	385778299	Clo1313_0945	1100889	1102220	+	443	-	signal transduction histidine kinase regulating citrate/malate metabolism
3577410	385778303	Clo1313_0949	1104737	1107388	+	883	-	pyruvate, phosphate dikinase
3577411	385778304	Clo1313_0950	1108020	1109915	+	631	-	cellulosome anchoring protein cohesin subunit
3577412	385778305	Clo1313_0951	1110308	1110709	-	133	-	hypothetical protein
3577413	385778306	Clo1313_0952	1110935	1111282	+	115	-	cupin
3577414	385778307	Clo1313_0953	1111711	1113084	+	457	-	PhoH family protein
3577415	385778308	Clo1313_0954	1113269	1114495	+	408	-	group 1 glycosyl transferase
3577416	385778309	Clo1313_0955	1115094	1116761	+	555	-	RNA-metabolising metallo-beta-lactamase
3577417	385778310	Clo1313_0956	1116939	1118186	-	415	-	hypothetical protein
3577418	385778311	Clo1313_0957	1118317	1119315	-	332	-	hypothetical protein
3577419	385778312	Clo1313_0958	1119635	1119949	+	104	-	hypothetical protein
3577420	385778313	Clo1313_0959	1120054	1120371	+	105	-	50S ribosomal protein L25
3577421	385778314	Clo1313_0960	1120560	1121615	+	351	-	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
3577422	385778315	Clo1313_0961	1121731	1122417	+	228	-	hypothetical protein
3577423	385778319	Clo1313_0965	1125068	1126075	+	335	-	metal dependent phosphohydrolase
3577424	385778320	Clo1313_0966	1126140	1127348	-	402	-	homoserine kinase
3577425	385778321	Clo1313_0967	1127575	1128441	+	288	-	amidohydrolase 2
3577426	385778322	Clo1313_0968	1128491	1128832	-	113	-	hypothetical protein
3577427	385778323	Clo1313_0969	1129132	1129320	+	62	-	hypothetical protein
3577428	385778326	Clo1313_0972	1131697	1133226	+	509	-	peptidase S1 and S6 chymotrypsin/Hap
3577429	385778327	Clo1313_0973	1133410	1134807	+	465	-	metal dependent phosphohydrolase
3577430	385778328	Clo1313_0974	1134948	1136414	+	488	-	glycogen/starch synthase
3577431	385778331	Clo1313_0977	1138978	1139673	-	231	-	hypothetical protein
3577432	385778332	Clo1313_0978	1139804	1140067	+	87	-	transglycosylase-associated protein
3577433	385778333	Clo1313_0979	1140332	1140520	-	62	-	50S ribosomal protein L28
3577434	385778338	Clo1313_0984	1144477	1145784	-	435	-	sporulation integral membrane protein YlbJ
3577435	385778339	Clo1313_0985	1145933	1147378	-	481	-	alpha-L-arabinofuranosidase
3577436	385778340	Clo1313_0986	1147476	1148213	-	245	-	FliA/WhiG subfamily RNA polymerase sigma-28 subunit
3577437	385778341	Clo1313_0987	1148345	1150384	-	679	-	carbohydrate binding family protein
3577438	385778342	Clo1313_0988	1150607	1151830	-	407	-	proteinase inhibitor I4 serpin
3577439	385778343	Clo1313_0989	1151911	1153194	-	427	-	iron-sulfur cluster-binding protein
3577440	385778346	Clo1313_0992	1155607	1158075	+	822	-	methyl-accepting chemotaxis sensory transducer
3577441	385778347	Clo1313_0993	1158183	1159919	+	578	-	phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain I
3577442	385778348	Clo1313_0994	1160243	1163788	+	1181	-	DNA polymerase III subunit alpha
3577443	385778351	Clo1313_0997	1164394	1165368	+	324	-	6-phosphofructokinase
3577444	385778352	Clo1313_0998	1165490	1165906	+	138	-	thioesterase superfamily protein
3577445	385778353	Clo1313_0999	1165938	1166480	+	180	-	CDP-alcohol phosphatidyltransferase
3577446	385778354	Clo1313_1000	1166887	1167666	+	259	-	copper amine oxidase-like domain-containing protein
3577447	385778355	Clo1313_1001	1167786	1170938	+	1050	-	carbohydrate-binding CenC domain-containing protein
3577448	385778356	Clo1313_1002	1171005	1173272	+	755	-	glycoside hydrolase
3577449	385778357	Clo1313_1003	1173606	1174061	-	151	-	hypothetical protein
3577450	385778358	Clo1313_1004	1174307	1174600	-	97	-	hypothetical protein
3577451	385778359	Clo1313_1005	1174912	1177494	+	860	-	pyruvate phosphate dikinase PEP/pyruvate-binding protein
3577452	385778360	Clo1313_1006	1177821	1178831	+	336	-	auxin efflux carrier family protein
3577453	385778361	Clo1313_1007	1179126	1180523	+	465	-	xanthine/uracil/vitamin C permease
3577454	385778368	Clo1313_1014	1187376	1188548	-	390	-	family 2 glycosyl transferase
3577455	385778369	Clo1313_1015	1189239	1189700	+	153	-	N-acetyltransferase GCN5
