# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1940678	1941199	-	ADU74715.1			nitroreductase			Clo1313_1658	522	173	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1941753	1943963	+							Clo1313_1659	2211		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1941753	1943963	+	ADU74716.1			glycoside hydrolase family 9			Clo1313_1659	2211	736	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1944102	1944740	-							Clo1313_1660	639		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1944102	1944740	-	ADU74717.1			thiamine pyrophosphokinase			Clo1313_1660	639	212	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1944753	1945415	-							Clo1313_1661	663		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1944753	1945415	-	ADU74718.1			ribulose-phosphate 3-epimerase			Clo1313_1661	663	220	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1945574	1946458	-							Clo1313_1662	885		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1945574	1946458	-	ADU74719.1			ribosome small subunit-dependent GTPase A			Clo1313_1662	885	294	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1946478	1948589	-							Clo1313_1663	2112		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1946478	1948589	-	ADU74720.1			serine/threonine protein kinase with PASTA sensor(s)			Clo1313_1663	2112	703	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1948660	1949397	-							Clo1313_1664	738		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1948660	1949397	-	ADU74721.1			protein serine/threonine phosphatase			Clo1313_1664	738	245	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1949462	1950511	-							Clo1313_1665	1050		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1949462	1950511	-	ADU74722.1			radical SAM enzyme, Cfr family			Clo1313_1665	1050	349	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1950513	1951880	-							Clo1313_1666	1368		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1950513	1951880	-	ADU74723.1			sun protein			Clo1313_1666	1368	455	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1951880	1952563	-							Clo1313_1667	684		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1951880	1952563	-	ADU74724.1			peptidase membrane zinc metallopeptidase			Clo1313_1667	684	227	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1952580	1953350	-							Clo1313_1668	771		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1952580	1953350	-	ADU74725.1			protein of unknown function DUF116			Clo1313_1668	771	256	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1953325	1954302	-							Clo1313_1669	978		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1953325	1954302	-	ADU74726.1			methionyl-tRNA formyltransferase			Clo1313_1669	978	325	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1954319	1954831	-							Clo1313_1670	513		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1954319	1954831	-	ADU74727.1			peptide deformylase			Clo1313_1670	513	170	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1954878	1957325	-							Clo1313_1671	2448		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1954878	1957325	-	ADU74728.1			primosomal protein N'			Clo1313_1671	2448	815	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1957624	1958037	-							Clo1313_1672	414		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1957624	1958037	-	ADU74729.1			hypothetical protein			Clo1313_1672	414	137	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1958123	1959079	-							Clo1313_1673	957		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1958123	1959079	-	ADU74730.1			Polyprenyl synthetase			Clo1313_1673	957	318	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1959108	1959620	-							Clo1313_1674	513		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1959108	1959620	-	ADU74731.1			Heptaprenyl diphosphate synthase component I			Clo1313_1674	513	170	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1959701	1960081	-							Clo1313_1675	381		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1959701	1960081	-	ADU74732.1			protein of unknown function DUF1312			Clo1313_1675	381	126	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1960065	1961156	-							Clo1313_1676	1092		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1960065	1961156	-	ADU74733.1			ApbE family lipoprotein			Clo1313_1676	1092	363	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1961527	1963302	+							Clo1313_1677	1776		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1961527	1963302	+	ADU74734.1			FAD-dependent pyridine nucleotide-disulfide oxidoreductase			Clo1313_1677	1776	591	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1963422	1964138	-							Clo1313_1678	717		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1963422	1964138	-	ADU74735.1			single-strand binding protein/Primosomal replication protein n			Clo1313_1678	717	238	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1964491	1965225	-							Clo1313_1679	735		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1964491	1965225	-	ADU74736.1			Mur ligase middle domain protein			Clo1313_1679	735	244	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1965253	1966023	-							Clo1313_1680	771		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1965253	1966023	-	ADU74737.1			polysaccharide deacetylase			Clo1313_1680	771	256	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1966330	1968171	+							Clo1313_1681	1842		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1966330	1968171	+	ADU74738.1			asparagine synthase (glutamine-hydrolyzing)			Clo1313_1681	1842	613	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1968234	1969475	-							Clo1313_1682	1242		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1968234	1969475	-	ADU74739.1			PpiC-type peptidyl-prolyl cis-trans isomerase			Clo1313_1682	1242	413	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1969758	1973528	-							Clo1313_1683	3771		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1969758	1973528	-	ADU74740.1			phosphoribosylformylglycinamidine synthase			Clo1313_1683	3771	1256	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1973648	1974547	+							Clo1313_1684	900		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1973648	1974547	+	ADU74741.1			transcriptional regulator, LysR family			Clo1313_1684	900	299	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1974700	1975251	+							Clo1313_1685	552		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1974700	1975251	+	ADU74742.1			Cupin 2 conserved barrel domain protein			Clo1313_1685	552	183	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1975267	1976931	+							Clo1313_1686	1665		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1975267	1976931	+	ADU74743.1			AMP-dependent synthetase and ligase			Clo1313_1686	1665	554	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1977105	1979009	-							Clo1313_1687	1905		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1977105	1979009	-	ADU74744.1			Heat shock protein Hsp90-like protein			Clo1313_1687	1905	634	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1979177	1980031	-							Clo1313_1688	855		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1979177	1980031	-	ADU74745.1			ABC-3 protein			Clo1313_1688	855	284	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1980032	1980811	-							Clo1313_1689	780		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1980032	1980811	-	ADU74746.1			ABC transporter related protein			Clo1313_1689	780	259	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1980837	1981793	-							Clo1313_1690	957		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1980837	1981793	-	ADU74747.1			periplasmic solute binding protein			Clo1313_1690	957	318	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1981969	1982388	-							Clo1313_1691	420		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1981969	1982388	-	ADU74748.1			ferric uptake regulator, Fur family			Clo1313_1691	420	139	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1982431	1982859	-							Clo1313_1692	429		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1982431	1982859	-	ADU74749.1			peptidase A24A prepilin type IV			Clo1313_1692	429	142	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1982965	1983840	-							Clo1313_1693	876		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1982965	1983840	-	ADU74750.1			protein serine/threonine phosphatase			Clo1313_1693	876	291	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1984035	1986254	-							Clo1313_1694	2220		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1984035	1986254	-	ADU74751.1			glycoside hydrolase family 9			Clo1313_1694	2220	739	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1986693	1987424	-							Clo1313_1695	732		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1986693	1987424	-	ADU74752.1			protein of unknown function DUF45			Clo1313_1695	732	243	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1987457	1988650	-							Clo1313_1696	1194		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1987457	1988650	-	ADU74753.1			peptidase M24			Clo1313_1696	1194	397	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1988849	1991455	-							Clo1313_1697	2607		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1988849	1991455	-	ADU74754.1			protein of unknown function DUF214			Clo1313_1697	2607	868	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1991452	1992135	-							Clo1313_1698	684		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1991452	1992135	-	ADU74755.1			ABC transporter related protein			Clo1313_1698	684	227	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1992244	1993260	-							Clo1313_1699	1017		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1992244	1993260	-	ADU74756.1			integral membrane sensor signal transduction histidine kinase			Clo1313_1699	1017	338	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1993253	1993924	-							Clo1313_1700	672		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1993253	1993924	-	ADU74757.1			two component transcriptional regulator, winged helix family			Clo1313_1700	672	223	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1993998	1995689	-							Clo1313_1701	1692		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1993998	1995689	-	ADU74758.1			glycoside hydrolase family 5			Clo1313_1701	1692	563	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1995995	1996267	-							Clo1313_1702	273		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1995995	1996267	-	ADU74759.1			hypothetical protein			Clo1313_1702	273	90	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1996370	1998553	-							Clo1313_1703	2184		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1996370	1998553	-	ADU74760.1			ABC-type bacteriocin transporter			Clo1313_1703	2184	727	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1998564	2000096	-							Clo1313_1704	1533		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1998564	2000096	-	ADU74761.1			Radical SAM domain protein			Clo1313_1704	1533	510	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2000441	2000932	-							Clo1313_1705	492		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2000441	2000932	-	ADU74762.1			Haloacid dehalogenase domain protein hydrolase			Clo1313_1705	492	163	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2001004	2001774	-							Clo1313_1706	771		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2001004	2001774	-	ADU74763.1			hypothetical protein			Clo1313_1706	771	256	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2001765	2003306	-							Clo1313_1707	1542		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2001765	2003306	-	ADU74764.1			hypothetical protein			Clo1313_1707	1542	513	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2003508	2004293	-							Clo1313_1708	786		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2003508	2004293	-	ADU74765.1			Peptidoglycan-binding lysin domain			Clo1313_1708	786	261	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2004519	2004914	-							Clo1313_1709	396		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2004519	2004914	-	ADU74766.1			hypothetical protein			Clo1313_1709	396	131	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2005139	2005615	-							Clo1313_1710	477		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2005139	2005615	-	ADU74767.1			transposase IS200-family protein			Clo1313_1710	477	158	
gene	tRNA	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2005794	2005880	-							Clo1313_R0045	87		
tRNA		GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2005794	2005880	-				tRNA-Leu			Clo1313_R0045	87		
gene	tRNA	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2006079	2006154	+							Clo1313_R0046	76		
tRNA		GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2006079	2006154	+				tRNA-Lys			Clo1313_R0046	76		
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2006179	2007684	-							Clo1313_1711	1506		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2006179	2007684	-	ADU74768.1			histidine kinase			Clo1313_1711	1506	501	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2007949	2009058	+							Clo1313_1712	1110		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2007949	2009058	+	ADU74769.1			sodium ion-translocating decarboxylase, beta subunit			Clo1313_1712	1110	369	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2009076	2009237	+							Clo1313_1713	162		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2009076	2009237	+	ADU74770.1			sodium pump decarboxylase gamma subunit			Clo1313_1713	162	53	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2009356	2009766	-							Clo1313_1714	411		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2009356	2009766	-	ADU74771.1			hypothetical protein			Clo1313_1714	411	136	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2010022	2010669	+							Clo1313_1715	648		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2010022	2010669	+	ADU74772.1			Exonuclease RNase T and DNA polymerase III			Clo1313_1715	648	215	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2010689	2011405	-							Clo1313_1716	717		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2010689	2011405	-	ADU74773.1			pyruvate formate-lyase activating enzyme			Clo1313_1716	717	238	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2011432	2013660	-							Clo1313_1717	2229		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2011432	2013660	-	ADU74774.1			formate acetyltransferase			Clo1313_1717	2229	742	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2014046	2015281	-							Clo1313_1718	1236		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2014046	2015281	-	ADU74775.1			Capsule synthesis protein, CapA			Clo1313_1718	1236	411	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2015383	2015934	-							Clo1313_1719	552		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2015383	2015934	-	ADU74776.1			2'-5' RNA ligase			Clo1313_1719	552	183	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2016086	2016952	-							Clo1313_1720	867		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2016086	2016952	-	ADU74777.1			hypothetical protein			Clo1313_1720	867	288	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2017115	2017744	-							Clo1313_1721	630		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2017115	2017744	-	ADU74778.1			aminodeoxychorismate lyase			Clo1313_1721	630	209	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2017776	2018360	-							Clo1313_1722	585		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2017776	2018360	-	ADU74779.1			hypothetical protein			Clo1313_1722	585	194	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	2018396	2018707	-							Clo1313_1723	312		
