ProteinID	ortholog	evalue	Score	Predicted_Gene_name	GO_terms	KEGG_KO	BiGG_Reactions	Matching_Ogs	Best_OG_value	COG_functional_categories	HMM_model_annotation
WP_003517280.1	203119.Cthe_0914	0	1764.6					"08868@bactNOG,0NS5F@firmNOG,11Z06@NOG"	08868|7.24286239101e-261|870.595336914	S	Predicted membrane protein (DUF2339)
WP_003517284.1	203119.Cthe_0916	6.10E-211	689.5					"08RDN@bactNOG,0EYK7@cloNOG,0NHHG@firmNOG,11FWP@NOG"	08RDN|1.40090016866e-113|381.901947021	S	NA
WP_003517285.1	203119.Cthe_0917	0	1360.8	GLNS	"GO:0003674,GO:0003824,GO:0004812,GO:0004819,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006425,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0016876,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044424,GO:0044464,GO:0044710,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1901564,GO:1901576"	K01886		"05CX6@bactNOG,0ENYF@cloNOG,0NE2H@firmNOG,COG0008@NOG"	05CX6|0.0|1088.19372559	J	glutaminyL-tRNA synthetase
WP_003517292.1	658086.HMPREF0994_02906	0	1089.5	PLAV_1180				"05C9V@bactNOG,0EP0R@cloNOG,0NDFN@firmNOG,0XNTZ@NOG"	05C9V|1.98921452738e-297|992.530273438	S	NA
WP_003517294.1	580331.Thit_1349	0	1215.8	PLAV_1177				"07T5U@bactNOG,0EPCR@cloNOG,0NDTU@firmNOG,0XQ84@NOG"	07T5U|0.0|1118.78186035	L	DNA methylase n-4 n-6 domain protein
WP_003517296.1	658086.HMPREF0994_02903	0	1229.7	PLAV_1176				"05BZK@bactNOG,0EQFY@cloNOG,0P2IQ@firmNOG,COG0553@NOG"	05BZK|4.58023010493e-162|544.209350586	L	"Transcription regulator that activates transcription by stimulating RNA polymerase (RNAP) recycling in case of stress conditions such as supercoiled DNA or high salt concentrations. Probably acts by releasing the RNAP, when it is trapped or immobilized on tightly supercoiled DNA. Does not activate transcription on linear DNA. Probably not involved in DNA repair (By similarity)"
WP_003517298.1	658086.HMPREF0994_02902	1.50E-115	379.6	PORX				"05DEW@bactNOG,0EP4S@cloNOG,0NFCG@firmNOG,0Y6W0@NOG"	05DEW|1.31674007606e-63|214.170959473	T	response regulator
WP_003517300.1	658086.HMPREF0994_02901	2.80E-40	128.3	PLAV_1174				"08NVV@bactNOG,0ETMR@cloNOG,0NKHE@firmNOG,11RIU@NOG"	08NVV|2.45493168595e-41|144.492843628	S	NA
WP_003517306.1	203119.Cthe_1592	2.60E-249	822.1	GLXK	"GO:0000255,GO:0000256,GO:0003674,GO:0003824,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008887,GO:0009056,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0034641,GO:0043603,GO:0043605,GO:0044237,GO:0044248,GO:0044270,GO:0046483,GO:0046700,GO:0071704,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575"	K00865	GLYCK	"05BZW@bactNOG,0EPD2@cloNOG,0NDYH@firmNOG,COG1929@NOG"	05BZW|1.33509054213e-135|455.676635742	G	Glycerate kinase
WP_003517312.1	203119.Cthe_1590	0	1727.1					"05SBU@bactNOG,0EQQG@cloNOG,0NERM@firmNOG,COG4219@NOG"	05SBU|9.59828240238e-116|389.811676025	"K, T"	Peptidase m56
WP_003517314.1	203119.Cthe_1589	1.10E-80	259.3					"05NCP@bactNOG,0EUXZ@cloNOG,0NM8X@firmNOG,11U16@NOG"	05NCP|9.064762008e-49|167.439147949	K	Transcriptional regulator
WP_003517316.1	203119.Cthe_1588	7.60E-247	812.6			K02012		"05C4Y@bactNOG,0EPMK@cloNOG,0NE2B@firmNOG,COG1840@NOG"	05C4Y|7.51488088344e-100|337.416015625	P	ABC transporter
WP_003517318.1	638302.HMPREF0908_1424	8.80E-160	519.9	FBPC	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	"K02010,K02052"		"05C53@bactNOG,0NDIN@firmNOG,0X430@negNOG,COG3842@NOG"	0X430|3.79772832804e-181|604.79107666	E	"ABC superfamily ATP binding cassette transporter, ABC protein"
WP_003517320.1	203119.Cthe_1586	0	1136.8	THIP	"GO:0005575,GO:0016020"	"K02011,K02063"		"05CIU@bactNOG,0EP8X@cloNOG,0NDPH@firmNOG,COG1178@NOG"	05CIU|1.91109001522e-177|594.432556152	P	binding-protein-dependent transport systems inner membrane Component
WP_003517322.1	203119.Cthe_1585	0	1256			K07718		"05C2F@bactNOG,0ESIN@cloNOG,0NER1@firmNOG,COG2972@NOG"	0ESIN|6.59477493308e-221|737.739318848	T	Histidine kinase
WP_003517324.1	642492.Clole_2050	2.00E-51	169.7			K07720		"05EQD@bactNOG,0EPVJ@cloNOG,0NEDJ@firmNOG,COG4753@NOG"	05EQD|4.70238379313e-87|287.999389648	T	regulatoR
WP_003517326.1	203119.Cthe_1583	7.70E-150	492.4	DEOC	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K01619	DRPA	"05FCI@bactNOG,0ERUA@cloNOG,0NE8M@firmNOG,COG0274@NOG"	05FCI|2.0213198766e-108|366.691955566	F	Catalyzes a reversible aldol reaction between acetaldehyde and D-glyceraldehyde 3-phosphate to generate 2-deoxy- D-ribose 5-phosphate (By similarity)
WP_003517328.1	203119.Cthe_1582	7.90E-95	309.7	CDD	"GO:0003674,GO:0003824,GO:0004126,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006213,GO:0006216,GO:0006461,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0008655,GO:0009056,GO:0009058,GO:0009116,GO:0009119,GO:0009163,GO:0009164,GO:0009972,GO:0009987,GO:0016020,GO:0016043,GO:0016787,GO:0016810,GO:0016814,GO:0018130,GO:0019239,GO:0019438,GO:0019439,GO:0022607,GO:0034641,GO:0034654,GO:0034655,GO:0042454,GO:0042455,GO:0043094,GO:0043100,GO:0043167,GO:0043169,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044464,GO:0044710,GO:0046087,GO:0046108,GO:0046109,GO:0046131,GO:0046132,GO:0046133,GO:0046134,GO:0046135,GO:0046483,GO:0046700,GO:0046872,GO:0046914,GO:0047844,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0055086,GO:0065003,GO:0070271,GO:0071704,GO:0071822,GO:0071840,GO:0071944,GO:0072527,GO:0072528,GO:0072529,GO:1901135,GO:1901136,GO:1901137,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901657,GO:1901658,GO:1901659"	"K00758,K01489"	"CYTD,DCYTD"	"05KG3@bactNOG,0EU73@cloNOG,0NKS3@firmNOG,COG0295@NOG"	05KG3|3.09071282623e-60|207.725387573	F	cytidine deaminase
WP_003517330.1	203119.Cthe_1581	3.30E-205	676.3	RBSC-2	"GO:0003674,GO:0005215,GO:0006810,GO:0008150,GO:0008643,GO:0009987,GO:0015144,GO:0022857,GO:0022891,GO:0022892,GO:0034219,GO:0044699,GO:0044763,GO:0044765,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:1901476"	K02057		"05DYV@bactNOG,0ENR0@cloNOG,0NDP1@firmNOG,COG1079@NOG"	05DYV|3.60585511162e-115|387.82925415	S	ABC transporter
WP_003517334.1	203119.Cthe_1579	0	1133.6	XYLG		K02056		"08JQ9@bactNOG,0F7EM@cloNOG,0P6Q1@firmNOG,COG3845@NOG"	08JQ9|2.81883909378e-227|758.637451172	S	ABC transporter
WP_003517337.1	521095.Apar_0135	5.40E-85	277.1	YJJW		K04069		"00PRD@actNOG,076CZ@bactNOG,COG1180@NOG"	076CZ|3.6210335684e-97|327.691040039	O	activating enzyme
WP_003517339.1	203119.Cthe_1577	0	1159.4	YJJI				"05G0K@bactNOG,0ENNB@cloNOG,0ND55@firmNOG,0XNMQ@NOG"	05G0K|6.04402539173e-222|740.504699707	S	glycine radical enzyme YjjI family
WP_003517341.1	203119.Cthe_1576	8.80E-237	779.4	BMPA		K07335		"05DIH@bactNOG,0EQ14@cloNOG,0NDJ2@firmNOG,COG1744@NOG"	05DIH|1.67908216457e-125|422.325164795	S	basic membrane
WP_003517343.1	203119.Cthe_1575	6.70E-159	521.1	DEOD	"GO:0003674,GO:0003824,GO:0004731,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006152,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009164,GO:0009987,GO:0015949,GO:0016020,GO:0016740,GO:0016757,GO:0016763,GO:0019439,GO:0019686,GO:0033554,GO:0034641,GO:0034655,GO:0042278,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0046483,GO:0046700,GO:0050896,GO:0051716,GO:0055086,GO:0071704,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658"	"K00772,K03784"	"DURIPP,PUNP1,PUNP2,PUNP3,PUNP4,PUNP5,PUNP6,PUNP7"	"05D3A@bactNOG,0EPFE@cloNOG,0NEB5@firmNOG,COG0813@NOG"	05D3A|4.55274149435e-104|349.946411133	F	purine nucleoside phosphorylase DeoD-type
WP_003517348.1	203119.Cthe_1573	4.70E-190	624.5	NIFH		K02588	NIT1b_1	"05DSM@bactNOG,0ENZK@cloNOG,0NENI@firmNOG,COG1348@NOG"	05DSM|3.57061409953e-142|478.183441162	P	"The key enzymatic reactions in nitrogen fixation are catalyzed by the nitrogenase complex, which has 2 components the iron protein and the molybdenum-iron protein (By similarity)"
WP_003517350.1	702113.PP1Y_AT9905	7.10E-122	401.6	NRTD		"K02049,K15578,K15579"		"01SZZ@aproNOG,05D7T@bactNOG,16PZ1@proNOG,COG1116@NOG"	16PZ1|1.06100870057e-112|380.817504883	P	(ABC) transporter
WP_003517352.1	203119.Cthe_1571	1.20E-234	770.2		"GO:0005575,GO:0016020"	K02050		"08IM5@bactNOG,0EQR6@cloNOG,0NH13@firmNOG,COG0600@NOG"	08IM5|9.3500079199e-109|366.488647461	P	"Binding-protein-dependent transport systems, inner membrane component"
WP_003517353.1	203119.Cthe_1570	1.40E-243	799.6			K02051		"05WGA@bactNOG,0ERUK@cloNOG,0NHZK@firmNOG,0XTCH@NOG"	05WGA|1.20760799252e-100|339.475158691	P	ABC transporter substrate-binding protein
WP_003517355.1	203119.Cthe_1569	1.70E-300	985.3			K01740		"05EM0@bactNOG,0EYFS@cloNOG,0NT7Q@firmNOG,COG2873@NOG"	05EM0|2.47502560064e-234|780.730895996	E	Cys/Met metabolism PLP-dependent enzyme
WP_003517357.1	697329.Rumal_2438	7.40E-131	426.5			K02585		"08I5Z@bactNOG,0F6ZP@cloNOG,0P64E@firmNOG,0XP3T@NOG"	08I5Z|1.52828012021e-112|378.175415039	S	radical SAM domain protein
WP_003517359.1	203119.Cthe_1567	1.10E-75	241.9			K02596		"06C82@bactNOG,0EWQV@cloNOG,0NQMB@firmNOG,COG0535@NOG"	06C82|7.65853981645e-32|112.505844116	S	Dinitrogenase iron-molybdenum cofactor biosynthesis protein
WP_003517362.1	59374.FSU_1544	7.90E-113	367.4			K02591		"080B5@bactNOG,COG2710@NOG"	080B5|1.1130285099e-125|422.27645874	C	nitrogenase
WP_003517364.1	269796.Rru_A0773	5.60E-145	472			K02586		"05D0B@bactNOG,1767A@proNOG,COG2710@NOG"	1767A|3.6214906865e-175|585.925476074	C	nitrogenase
WP_003517366.1	203119.Cthe_1564	7.10E-118	385.1	BMUL_2198		K00657		"08V6C@bactNOG,0ESD6@cloNOG,0NIJD@firmNOG,COG0454@NOG"	08V6C|7.70754178019e-55|188.947814941	K	gCN5-related N-acetyltransferase
WP_003517368.1	203119.Cthe_1563	2.90E-150	489.8	LOLD		K02003		"05HA3@bactNOG,0EZ0A@cloNOG,0NJ70@firmNOG,COG1136@NOG"	05HA3|2.88541918659e-92|311.184295654	V	abc transporter atp-binding protein
WP_003517370.1	203119.Cthe_1562	5.80E-263	863.1			K02004		"05FSC@bactNOG,0EQ46@cloNOG,0NG8D@firmNOG,COG0577@NOG"	05FSC|2.49737912648e-146|490.297790527	V	abc transporter permease protein
WP_003517372.1	203119.Cthe_1561	2.30E-95	306.8					"061R3@bactNOG,0EXH5@cloNOG,0NRCW@firmNOG,12ATY@NOG"	061R3|7.18289332963e-38|132.302215576	S	NA
WP_003517374.1	203119.Cthe_1560	4.00E-201	663.5	CYSM	"GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0004124,GO:0006082,GO:0006520,GO:0006534,GO:0006535,GO:0006563,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009069,GO:0009070,GO:0009987,GO:0016053,GO:0016829,GO:0016835,GO:0019344,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0044710,GO:0044711,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607"	"K01738,K17216"	"CYSS,CYSTS"	"05C6T@bactNOG,0ENND@cloNOG,0NDXP@firmNOG,COG0031@NOG"	05C6T|4.02394344488e-150|504.714447021	E	cysteine synthase
WP_003517375.1	203119.Cthe_1559	2.90E-258	848.3	METB	"GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0004121,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006555,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009086,GO:0009987,GO:0016053,GO:0016829,GO:0016846,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0044710,GO:0044711,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607"	"K01739,K01758,K01760,K17217"	"AHSERL2,CYSDS,CYSTGL,CYSTGL_1,METB1,SHSL1,SHSL2r,SHSL4r,TRPAS1"	"05C28@bactNOG,0ENRS@cloNOG,0ND8N@firmNOG,COG0626@NOG"	0ENRS|2.7619611243e-168|562.395446777	E	cystathionine
WP_003517377.1	203119.Cthe_1557	4.90E-180	592.2	METN	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K02071		"08JEI@bactNOG,0F7AZ@cloNOG,0P6JY@firmNOG,COG1135@NOG"	08JEI|2.85263382736e-118|398.704681396	P	Part of the ABC transporter complex MetNIQ involved in methionine import. Responsible for energy coupling to the transport system (By similarity)
WP_003517378.1	203119.Cthe_1556	1.20E-150	496	METI	"GO:0005575,GO:0016020"	K02072		"08UMI@bactNOG,0ESJ2@cloNOG,0NI7N@firmNOG,COG2011@NOG"	08UMI|1.11567719508e-77|263.350372314	P	"ABC transporter, permease"
WP_003517379.1	203119.Cthe_1555	3.90E-193	633	METQ	"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0016020,GO:0044464,GO:0051179,GO:0051234,GO:0071944"	"K02072,K02073"	"METSRabc,METSabc,METabc"	"05D01@bactNOG,0EPPN@cloNOG,0NE4D@firmNOG,COG1464@NOG"	0EPPN|6.0546323785e-94|317.890045166	P	(Lipo)protein
WP_003517381.1	203119.Cthe_1554	5.80E-124	401.4	OGT	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006259,GO:0006281,GO:0006304,GO:0006307,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0033554,GO:0034641,GO:0035510,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0044699,GO:0044763,GO:0046483,GO:0050896,GO:0051409,GO:0051716,GO:0071704,GO:0071944,GO:0090304,GO:1901360"	"K00567,K10778"		"05K85@bactNOG,0F4PX@cloNOG,0NI5E@firmNOG,COG0350@NOG"	0F4PX|4.65719243935e-68|232.811813354	L	Methyltransferase
WP_003517383.1	203119.Cthe_1553	3.50E-135	435.8					"05Z6T@bactNOG,0EWEC@cloNOG,0NQC1@firmNOG,COG1853@NOG"	05Z6T|6.39280391444e-88|296.100036621	S	Flavin reductase domain protein FMN-binding protein
WP_003517389.1	203119.Cthe_1549	3.00E-157	512.8			K15256		"07ZP1@bactNOG,0EVDM@cloNOG,0NMTM@firmNOG,11PR1@NOG"	07ZP1|2.05239797674e-74|252.69593811	S	Methyltransferase type 12
WP_003517391.1	203119.Cthe_1548	4.10E-169	553.2	CRT		"K01692,K01715,K08299,K13767"		"05E39@bactNOG,0EP01@cloNOG,0NDEY@firmNOG,COG1024@NOG"	0EP01|2.32350950993e-67|229.925292969	I	3-hydroxybutyryl-CoA dehydratase
WP_003517393.1	203119.Cthe_1547	2.10E-89	289.5					"05NPC@bactNOG,0EW50@cloNOG,0NM1I@firmNOG,12424@NOG"	05NPC|2.6536031523e-51|176.214706421	S	Membrane
WP_003517395.1	203119.Cthe_1546	1.40E-271	894.1			K07138		"05E44@bactNOG,0EPCN@cloNOG,0NEI0@firmNOG,COG2768@NOG"	05E44|1.59143841278e-156|524.356750488	C	"4fe-4S ferredoxin, iron-sulfur binding domain protein"
WP_003517398.1	203119.Cthe_1543	0	1329.6	ASPS	"GO:0003674,GO:0003824,GO:0004812,GO:0004815,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006422,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0016876,GO:0019538,GO:0019752,GO:0030312,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:1901360,GO:1901564,GO:1901576"	K01876		"05C9M@bactNOG,0EP1G@cloNOG,0NDPW@firmNOG,COG0173@NOG"	05C9M|1.79294512118e-257|859.815612793	J	aspartyl-trna synthetase
WP_003517401.1	657321.RBR_01960	6.90E-191	628.1	GATA	"GO:0008150,GO:0040007"	K02433		"05C3P@bactNOG,0EPPW@cloNOG,0NE30@firmNOG,COG0154@NOG"	0EPPW|4.57213193762e-212|707.916625977	J	Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in organisms which lack glutaminyl-tRNA synthetase. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln) (By similarity)
WP_003517403.1	203119.Cthe_1540	0	1050.8	GATB		K02434		"05CHT@bactNOG,COG0064@NOG"	05CHT|1.26831782786e-190|637.329040527	J	Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp- tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln) (By similarity)
WP_003517405.1	340099.Teth39_1666	0	1133.2	GLNA		K01915		"08HMU@bactNOG,0F6W3@cloNOG,0P5YC@firmNOG,COG3968@NOG"	08HMU|0.0|1201.91577148	E	glutamine synthetase
WP_003517408.1	203119.Cthe_1538	5.50E-250	820.9					"08E3Q@bactNOG,0EQ9S@cloNOG,0NG6Q@firmNOG,0ZS81@NOG"	08E3Q|8.6912843122e-101|341.07232666	K	DNA-binding helix-turn-helix protein
WP_003517410.1	203119.Cthe_1537	8.50E-46	143.3					"0605X@bactNOG,0EWU4@cloNOG,0NPR6@firmNOG,124S8@NOG"	0605X|2.06771395977e-33|117.153259277	S	NA
WP_003517412.1	702450.CUW_0438	6.50E-120	388.3			K01990		"05CJ1@bactNOG,0I6WX@eryNOG,0NDRG@firmNOG,COG1131@NOG"	0I6WX|2.49328093195e-117|394.444122314	V	"ABC transporter, ATP-binding protein"
WP_003517414.1	203119.Cthe_1535	9.50E-164	533.9			K01992		"08V3U@bactNOG,0ESPJ@cloNOG,0NIC3@firmNOG,11J20@NOG"	08V3U|1.08284585853e-101|342.46572876	S	Membrane
WP_003517434.1	203119.Cthe_1237	0	1936.1	LEUS	"GO:0003674,GO:0003824,GO:0004812,GO:0004823,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006429,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0016874,GO:0016875,GO:0016876,GO:0019538,GO:0019752,GO:0030312,GO:0034641,GO:0034645,GO:0034660,GO:0040007,GO:0043038,GO:0043039,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044424,GO:0044464,GO:0044710,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:1901360,GO:1901564,GO:1901576"	K01869		"05C8T@bactNOG,0EP37@cloNOG,0NDFS@firmNOG,COG0495@NOG"	05C8T|0.0|1364.11486816	J	Leucyl-tRNA synthetase
WP_003517436.1	203119.Cthe_1238	3.70E-72	235.5	RSFS	"GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006417,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0017148,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032269,GO:0043021,GO:0043023,GO:0044087,GO:0044424,GO:0044464,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051246,GO:0051248,GO:0060255,GO:0065007,GO:0080090,GO:0090069,GO:0090071,GO:2000112,GO:2000113"	K09710		"05KEM@bactNOG,0EU37@cloNOG,0NKNX@firmNOG,COG0799@NOG"	05KEM|4.11709740056e-49|170.798126221	S	"Functions as a ribosomal silencing factor. Interacts with ribosomal protein L14 (rplN), blocking formation of intersubunit bridge B8. Prevents association of the 30S and 50S ribosomal subunits and the formation of functional ribosomes, thus repressing translation (By similarity)"
WP_003517438.1	203119.Cthe_1239	1.40E-130	420.7					"06RT5@bactNOG,0EZZG@cloNOG,0NVCE@firmNOG,0YIIY@NOG"	06RT5|1.05447519055e-85|289.159729004	S	NA
WP_003517440.1	203119.Cthe_1240	2.40E-125	410	YQEK	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K00969		"08WF2@bactNOG,0ET88@cloNOG,0NJ77@firmNOG,COG1713@NOG"	08WF2|7.27293018471e-80|271.774139404	H	Metal Dependent Phosphohydrolase
WP_003517442.1	203119.Cthe_1241	1.80E-140	461.6	NADD	"GO:0003674,GO:0003824,GO:0004515,GO:0006082,GO:0006139,GO:0006520,GO:0006531,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009066,GO:0009108,GO:0009117,GO:0009165,GO:0009435,GO:0009987,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019355,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019637,GO:0019674,GO:0019752,GO:0034355,GO:0034627,GO:0034628,GO:0034641,GO:0034654,GO:0040007,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044710,GO:0046483,GO:0046496,GO:0051186,GO:0051188,GO:0055086,GO:0070566,GO:0071704,GO:0072524,GO:0072525,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605"	"K00969,K01488"	"NMNAT,NNATr"	"08Z1W@bactNOG,0ET40@cloNOG,0NJ7X@firmNOG,COG1057@NOG"	08Z1W|2.40976183972e-79|270.675628662	H	Catalyzes the reversible adenylation of nicotinate mononucleotide (NaMN) to nicotinic acid adenine dinucleotide (NaAD) (By similarity)
WP_003517444.1	203119.Cthe_1243	2.10E-102	331.3	SSCG_05701				"05QB7@bactNOG,0F0ZJ@cloNOG,0P1BQ@firmNOG,11UZH@NOG"	05QB7|9.59599891533e-56|190.938446045	S	gCN5-related N-acetyltransferase
WP_003517446.1	203119.Cthe_1244	7.30E-267	877			K00786		"05K64@bactNOG,0EVBU@cloNOG,0NKSF@firmNOG,COG0463@NOG"	0EVBU|1.59958283168e-78|267.798522949	M	Glycosyl transferase family 2
WP_003517447.1	203119.Cthe_1245	2.60E-282	931.8	PURD	"GO:0008150,GO:0040007"	"K01945,K01952"	PRAGSr	"05C12@bactNOG,0ENRP@cloNOG,0NDC6@firmNOG,COG0151@NOG"	05C12|2.53482824437e-206|691.219604492	F	Phosphoribosylglycinamide synthetase
WP_003517450.1	203119.Cthe_1246	0	1128.4	PURH	"GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0044464,GO:0071944"	K00602	"AICART,IMPC"	"05DC1@bactNOG,0EPFG@cloNOG,0NDM0@firmNOG,COG0138@NOG"	05DC1|2.39221942547e-255|852.945739746	F	bifunctional purine biosynthesis protein purh
WP_003517452.1	203119.Cthe_1247	3.70E-140	460.8	PURN		K11175	GARFT	"08V3E@bactNOG,0ENVY@cloNOG,0NIEN@firmNOG,COG0299@NOG"	08V3E|5.52545258133e-85|289.235107422	F	phosphoribosylglycinamide formyltransferase
WP_003517454.1	203119.Cthe_1248	1.10E-227	751	PURM	"GO:0003674,GO:0003824,GO:0004641,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0016020,GO:0016874,GO:0016879,GO:0016882,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0044710,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576"	K01933	"PRAIS,PRAIS_1"	"05CXB@bactNOG,0EPG6@cloNOG,0NE6E@firmNOG,COG0150@NOG"	05CXB|3.68169248173e-162|542.919067383	F	phosphoribosylaminoimidazole synthetase
