ProeinID	KO_terms	KEGG_Term	Score	Second best	
WP_080547380.1					
WP_080547382.1			148		
WP_080547383.1					
WP_080547390.1			2	K21493	1
WP_080550888.1			28	K09022	2
WP_080550890.1					
WP_080550893.1			11	K07219	1
WP_080552882.1	K03406	mcp; methyl-accepting chemotaxis protein	211		
WP_095206557.1			1	K04368	1
WP_095522195.1	K07497	putative transposase	169		
WP_095522196.1			108		
ADU73149.1			56		
ADU73230.1					
ADU73352.1			3	K03785	
ADU73354.1					
ADU73365.1			21	K11896	1
ADU73370.1			32		
ADU73379.1	K01775	alr; alanine racemase [EC:5.1.1.1]	222		
ADU73431.1			21	K12661	1
ADU73437.1			4	K07076	1
ADU73452.1			14	K00021	
ADU73453.1					
ADU73504.1	K01596	E4.1.1.32; phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]	334		
ADU73532.1			26	K06757	
ADU73572.1			11	K02405	1
ADU73591.1			4	K02014	1
ADU73598.1	K15582	oppC; oligopeptide transport system permease protein	220		
ADU73619.1			70		
ADU73658.1					
ADU73688.1			4	K02978	1
ADU73719.1			8	K07646	5
ADU73744.1			58		
ADU73753.1	K03737	por; pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	921		
ADU73769.1					
ADU73817.1	K03581	recD; exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]	401		
ADU73859.1			233		
ADU73862.1			1	K18920	1
ADU73895.1					
ADU73908.1			118		
ADU73909.1			2	K17433	1
ADU73917.1			28	K04752	1
ADU73938.1			170		
ADU73946.1			1		
ADU73992.1	K03100	lepB; signal peptidase I [EC:3.4.21.89]	61		
ADU74011.1	K13038	coaBC; phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]	219		
ADU74031.1			52		
ADU74032.1			128		
ADU74051.1			63		
ADU74096.1			3	K12511	1
ADU74127.1			2	K18739	1
ADU74128.1			7	K02319	1
ADU74152.1			27	K05614	
ADU74156.1			22		
ADU74165.1	K03325	ACR3; arsenite transporter	251		
ADU74168.1	K07497	putative transposase	151		
ADU74243.1			54		
ADU74249.1	K00625	E2.3.1.8; phosphate acetyltransferase [EC:2.3.1.8]	275		
ADU74284.1					
ADU74289.1	K02519	infB; translation initiation factor IF-2	303		
ADU74294.1			33		
ADU74300.1	K03925	mraZ; MraZ protein	106		
ADU74370.1					
ADU74371.1	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein	180		
ADU74385.1					
ADU74389.1			41	K03927	
ADU74393.1	K03088	"rpoE; RNA polymerase sigma-70 factor, ECF subfamily"	76		
ADU74413.1					
ADU74423.1			72		
ADU74482.1			27	K02228	1
ADU74510.1	K03666	hfq; host factor-I protein	76		
ADU74518.1	K00554	trmD; tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	188		
ADU74532.1			8	K01881	1
ADU74547.1			57		
ADU74568.1			23	K04253	1
ADU74579.1	K22305	psp; phosphoserine phosphatase [EC:3.1.3.3]	24		
ADU74599.1	K01867	WARS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]	219		
ADU74616.1			2	K03760	1
ADU74629.1			16		
ADU74637.1			3	K00891	2
ADU74696.1			5	K09874	1
ADU74707.1			11	K07219	1
ADU74708.1	K07497	putative transposase	150		
ADU74726.1	K00604	MTFMT; methionyl-tRNA formyltransferase [EC:2.1.2.9]	178		
ADU74763.1			11	K00761	2
ADU74765.1			4	K03791	1
ADU74874.1	K03093	sigI; RNA polymerase sigma factor	71		
ADU74909.1	K02836	prfB; peptide chain release factor 2	233		
ADU74950.1			83		
ADU74990.1			45		
ADU74998.1	K06969	rlmI; 23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191]	203		
ADU74999.1			50		
ADU75055.1					
ADU75057.1			9	K12569	1
ADU75111.1			9	K03088	1
ADU75126.1			105		
ADU75147.1	K06407	spoVAE; stage V sporulation protein AE	81		
ADU75174.1	K06402	spoIVFB; stage IV sporulation protein FB [EC:3.4.24.-]	55		
ADU75198.1			3	K10408	
ADU75247.1	K02170	bioH; pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]	65		
ADU75258.1			4	K14963	1
ADU75265.1	K03088	"rpoE; RNA polymerase sigma-70 factor, ECF subfamily"	56		
ADU75281.1			27	K06889	1
ADU75309.1			26		
ADU75314.1			12	K02030	1
ADU75335.1			1	K03243	
ADU75379.1			2	K07657	1
ADU75437.1					
ADU75438.1					
ADU75518.1			2	K03100	1
ADU75522.1			108		
ADU75526.1			141	K06240	1
ADU75551.1			115		
ADU75560.1	K00930	argB; acetylglutamate kinase [EC:2.7.2.8]	194		
ADU75571.1			37	K10947	8
ADU75611.1			3		
ADU75615.1	K01619	deoC; deoxyribose-phosphate aldolase [EC:4.1.2.4]	116		
ADU75638.1			31	K12462	1
ADU75650.1			9	K15125	1
ADU75651.1			3	K09791	1
ADU75656.1			112	K07486	11
ADU75688.1			7	K02319	1
ADU75701.1					
ADU75717.1			38	K05799	1
ADU75721.1			113		
ADU75724.1	K03665	hflX; GTPase	254		
ADU75725.1			30	K09796	1
ADU75731.1			247	K20829	75
ADU75763.1			27	K11954	1
ADU75764.1			14	K00790	1
ADU75767.1	K02026	ABC.MS.P1; multiple sugar transport system permease protein	102		
ADU75797.1			26		
ADU75802.1			37		
ADU75813.1			44		
ADU75818.1					
ADU75853.1			20		
ADU75877.1	K00604	MTFMT; methionyl-tRNA formyltransferase [EC:2.1.2.9]	116		
ADU75920.1	K02117	ATPVA; V/A-type H+/Na+-transporting ATPase subunit A [EC:3.6.3.14 3.6.3.15]	445		
ADU75944.1			36	K00425	1
sp|ALBU_BOVIN|	K16141	ALB; serum albumin	306		
sp|AMYS_HUMAN|	K01176	AMY; alpha-amylase [EC:3.2.1.1]	208		
sp|CAS1_BOVIN|	K17281	CSN1S1; alpha-S1-casein	14		
sp|CAS2_BOVIN|			19	K02498	1
sp|CASB_BOVIN|	K17107	CSN2; beta-casein	30		
sp|CASK_BOVIN|	K17282	CSN3; kappa-casein	37	K02291	1
sp|CTRA_BOVIN|	K01310	CTRB; chymotrypsin [EC:3.4.21.1]	81		
sp|CTRB_BOVIN|	K01310	CTRB; chymotrypsin [EC:3.4.21.1]	86		
sp|K1C10_HUMAN|	K07604	"KRT1; type I keratin, acidic"	73		
sp|K1C15_SHEEP|	K07604	"KRT1; type I keratin, acidic"	128		
sp|K1C9_HUMAN|	K07604	"KRT1; type I keratin, acidic"	72		
sp|K1H1_HUMAN|	K07604	"KRT1; type I keratin, acidic"	162		
sp|K1H2_HUMAN|	K07604	"KRT1; type I keratin, acidic"	164		
sp|K1H4_HUMAN|	K07604	"KRT1; type I keratin, acidic"	141		
sp|K1H5_HUMAN|	K07604	"KRT1; type I keratin, acidic"	159		
sp|K1H6_HUMAN|	K07604	"KRT1; type I keratin, acidic"	180		
sp|K1H7_HUMAN|	K07604	"KRT1; type I keratin, acidic"	159		
sp|K1H8_HUMAN|	K07604	"KRT1; type I keratin, acidic"	165		
sp|K1HA_HUMAN|	K07604	"KRT1; type I keratin, acidic"	157		
sp|K1HB_HUMAN|	K07604	"KRT1; type I keratin, acidic"	157		
sp|K1M1_SHEEP|	K07604	"KRT1; type I keratin, acidic"	150		
sp|K1M2_SHEEP|	K07604	"KRT1; type I keratin, acidic"	148		
sp|K22E_HUMAN|	K07605	"KRT2; type II keratin, basic"	132		
sp|K2C1_HUMAN|	K07605	"KRT2; type II keratin, basic"	144		
sp|K2M1_SHEEP|					
sp|K2M2_SHEEP|	K07605	"KRT2; type II keratin, basic"	193		
sp|K2M3_SHEEP|	K07605	"KRT2; type II keratin, basic"	194		
sp|KRA33_SHEEP|			36		
sp|KRA34_SHEEP|			36	K01867	1
sp|KRA3A_SHEEP|			19		
sp|KRA3_SHEEP|			25		
sp|KRA61_SHEEP|			5		
sp|KRB2A_SHEEP|			32		
sp|KRB2B_SHEEP|			23		
sp|KRB2C_SHEEP|			23		
sp|KRB2D_SHEEP|			23		
sp|KRHB1_HUMAN|	K07605	"KRT2; type II keratin, basic"	202		
sp|KRHB2_HUMAN|	K07605	"KRT2; type II keratin, basic"	198		
sp|KRHB3_HUMAN|	K07605	"KRT2; type II keratin, basic"	196		
sp|KRHB4_HUMAN|	K07605	"KRT2; type II keratin, basic"	213		
sp|KRHB5_HUMAN|	K07605	"KRT2; type II keratin, basic"	209		
sp|KRHB6_HUMAN|	K07605	"KRT2; type II keratin, basic"	190		
sp|KRUC_SHEEP|			3		
sp|LALBA_BOVIN|	K00704	LALBA; alpha-lactalbumin [EC:2.4.1.22]	68		
sp|LYSC_LYSEN|	K01337	E3.4.21.50; lysyl endopeptidase [EC:3.4.21.50]	27		
sp|PEPA_BOVIN|	K06002	PGA; pepsin A [EC:3.4.23.1]	130		
sp|PEPA_PIG|	K06002	PGA; pepsin A [EC:3.4.23.1]	130		
sp|PEPB_PIG|					
sp|PEPC_PIG|					
sp|SSPA_STAAU|			7	K01318	4
sp|TRY1_BOVIN|	K01312	PRSS1_2_3; trypsin [EC:3.4.21.4]	85		
sp|TRY2_BOVIN|	K01312	PRSS1_2_3; trypsin [EC:3.4.21.4]	93		
sp|TRYP_PIG|	K01312	PRSS1_2_3; trypsin [EC:3.4.21.4]	81		
sp|ALBU_HUMAN|	K16141	ALB; serum albumin	228		
sp|ANT3_HUMAN|	K03911	SERPINC1; antithrombin III	220		
sp|ANXA5_HUMAN|	K16646	ANXA5; annexin A5	190		
sp|B2MG_HUMAN|	K08055	B2M; beta-2-microglobulin	32		
sp|BID_HUMAN|	K04726	BID; BH3 interacting domain death agonist	52		
sp|CAH1_HUMAN|	K01672	CA; carbonic anhydrase [EC:4.2.1.1]	137		
sp|CAH2_HUMAN|	K18245	CA2; carbonic anhydrase 2 [EC:4.2.1.1]	149		
sp|CATA_HUMAN|	K03781	katE; catalase [EC:1.11.1.6]	295		
sp|CATD_HUMAN|	K01379	CTSD; cathepsin D [EC:3.4.23.5]	156		
sp|CATG_HUMAN|	K01319	CTSG; cathepsin G [EC:3.4.21.20]	68		
sp|CO5_HUMAN|	K03994	C5; complement component 5	652		
sp|CRP_HUMAN|	K16143	CRP; C-reactive protein	70		
sp|CYB5_HUMAN|			72		
sp|CYC_HUMAN|	K08738	CYC; cytochrome c	41		
sp|EGF_HUMAN|	K04357	EGF; epidermal growth factor	448		
sp|FABPH_HUMAN|	K08752	"FABP3; fatty acid-binding protein 3, muscle and heart"	65		
sp|GELS_HUMAN|	K05768	GSN; gelsolin	316		
sp|GSTA1_HUMAN|	K00799	GST; glutathione S-transferase [EC:2.5.1.18]	83		
sp|GSTP1_HUMAN|	K00799	GST; glutathione S-transferase [EC:2.5.1.18]	80		
sp|HBA_HUMAN|	K13822	HBA; hemoglobin subunit alpha	73		
sp|HBB_HUMAN|					
sp|IGF2_HUMAN|	K13769	IGF2; insulin-like growth factor 2	89		
sp|IL8_HUMAN|	K10030	IL8; interleukin 8	39		
sp|KCRM_HUMAN|	K00933	E2.7.3.2; creatine kinase [EC:2.7.3.2]	233		
sp|LALBA_HUMAN|	K00704	LALBA; alpha-lactalbumin [EC:2.4.1.22]	70		
sp|LEP_HUMAN|	K05424	LEP; leptin	85		
sp|LYSC_HUMAN|	K13915	LYZ; lysozyme C [EC:3.2.1.17]	53		
sp|MYG_HUMAN|	K21892	MB; myoglobin	83		
sp|NEDD8_HUMAN|	K12158	NEDD8; ubiquitin-like protein Nedd8	32		
sp|NQO1_HUMAN|	K00355	NQO1; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	113		
sp|NQO2_HUMAN|	K08071	NQO2; ribosyldihydronicotinamide dehydrogenase (quinone) [EC:1.10.5.1]	84		
sp|PDGFB_HUMAN|	K17386	PDGFB; platelet-derived growth factor subunit B	141		
sp|PPIA_HUMAN|	K03767	PPIA; peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]	99		
sp|PRDX1_HUMAN|	K13279	PRDX1; peroxiredoxin 1 [EC:1.11.1.15]	86		
sp|RASH_HUMAN|	K02833	HRAS; GTPase HRas	82		
sp|RETBP_HUMAN|	K18271	RBP4; retinol-binding protein 4	116		
sp|SODC_HUMAN|	K04565	"SOD1; superoxide dismutase, Cu-Zn family [EC:1.15.1.1]"	78		
sp|SUMO1_HUMAN|	K12160	SUMO; small ubiquitin-related modifier	59		
sp|SYH_HUMAN|	K01892	HARS; histidyl-tRNA synthetase [EC:6.1.1.21]	211		
sp|TAU_HUMAN|	K04380	MAPT; microtubule-associated protein tau	235		
sp|THIO_HUMAN|	K03671	trxA; thioredoxin 1	37		
sp|TNFA_HUMAN|	K03156	"TNF; tumor necrosis factor superfamily, member 2"	130		
sp|TRFE_HUMAN|	K14736	TF; transferrin	245		
sp|TRFL_HUMAN|	K17283	LTF; lactotransferrin [EC:3.4.21.-]	249		
sp|UB2E1_HUMAN|	K20217	UBE2E; ubiquitin-conjugating enzyme E2 E [EC:2.3.2.23]	83		
sp|UBE2C_HUMAN|	K06688	UBE2C; ubiquitin-conjugating enzyme E2 C [EC:2.3.2.23]	78		
sp|UBE2I_HUMAN|	K10577	UBE2I; ubiquitin-conjugating enzyme E2 I	65		
sp|RS27A_HUMAN|	K02977	RP-S27Ae; small subunit ribosomal protein S27Ae	67		
sp|GAG_SCVLA|			30	K00824	1
sp|CYC_HORSE|	K08738	CYC; cytochrome c	43		
sp|CAH2_BOVIN|	K18245	CA2; carbonic anhydrase 2 [EC:4.2.1.1]	136		
sp|ADH1_YEAST|	K13953	"adhP; alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]"	107		
sp|ALDOA_RABIT|	K01623	"ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"	210		
sp|LYSC_CHICK|	K13915	LYZ; lysozyme C [EC:3.2.1.17]	46		
sp|MYG_HORSE|	K21892	MB; myoglobin	83		
sp|OVAL_CHICK|			105	K13966	14
sp|BGAL_ECOLI|	K01190	lacZ; beta-galactosidase [EC:3.2.1.23]	942		
sp|DHE3_BOVIN|	K00261	GLUD1_2; glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]	237		
sp|GFP_AEQVI|			5	K08325	1
sp|SRPP_HEVBR|			28	K00928	1
sp|REF_HEVBR|			10	K05708	1
sp|PLMP_GRIFR|	K08646	MEP; peptidyl-Lys metalloendopeptidase [EC:3.4.24.20]	81		
KKA1_ECOLX	K19272	aph3-I; aminoglycoside 3'-phosphotransferase I [EC:2.7.1.95]	349		
